Lat,Lon
35.04814,-106.63596
35.22077,-108.76136
35.08063,-106.37636
35.15406,-106.52413
35.08427,-106.62308
35.81,-105.99
35.077,-107.55714
35.08063,-106.37636
32.38288,-106.71531
35.03281,-106.67523
35.17809,-106.73344
35.0928,-106.62419
35.04834,-106.63601
36.1726,-107.33499
35.07429,-106.62787
35.08449,-106.65114
35.07174,-106.53308
36.68238,-108.48568
35.05867,-106.57625
35.05867,-106.57624
34.59636,-106.01631
35.06913,-106.57108
35.1059,-106.72232
35.11045,-106.61131
35.60512,-105.99539
34.59634,-106.01627
35.0518,-106.63625
36.76514,-108.07073
36.17664,-105.62133
35.11569,-106.59933
34.81925,-106.75643
35.09621,-106.63445
35.60514,-105.9954
35.11565,-106.59934
35.08294,-106.62405
35.69159,-105.94926
35.06368,-106.6437
35.04828,-106.63584
35.20384,-106.66398
35.07241,-106.62908
35.07634,-106.49847
35.1703,-106.52054
35.09457,-106.64076
35.29635,-106.65539
35.08584,-106.51126
35.11795,-106.6431
35.23234,-106.69291
35.68629,-105.93811
35.04978,-106.69337
35.07348,-106.63007
35.08316,-106.62153
35.17035,-106.52051
35.05238,-106.63635
35.06834,-106.57162
35.08012,-106.51393
35.08167,-106.61976
35.08449,-106.65114
35.68616,-105.93273
35.08637,-106.6233
35.04225,-106.70528
35.24194,-106.65408
35.04229,-106.70532
35.10591,-106.72222
35.08142,-106.577
35.08504,-106.61452
35.14678,-106.63926
35.11639,-106.7046
35.08494,-106.50948
34.80268,-106.72555
35.10518,-106.6043
35.0498,-106.69335
35.1358,-106.60886
35.07204,-106.64663
34.80268,-106.72555
35.21211,-106.68898
35.0816,-106.62629
35.68624,-105.93275
35.21212,-106.68898
35.07344,-106.62987
35.08687,-106.65309
35.11266,-106.53319
35.08449,-106.65114
35.11315,-106.51768
36.33071,-106.47315
35.11292,-106.51769
35.24231,-106.65413
35.08449,-106.65114
35.06828,-106.54641
35.2161,-106.67301
35.30745,-106.65803
35.11868,-106.51606
36.14069,-105.65959
35.11828,-106.70414
35.08494,-106.50948
35.06835,-106.57156
35.31852,-106.54446
35.09988,-106.5419
35.08253,-106.52764
35.11057,-106.61123
35.11867,-106.51605
35.09186,-106.65068
35.5893,-106.05083
35.14288,-106.69641
35.14446,-106.59024
35.12112,-106.70187
35.67893,-105.95365
35.19104,-106.60936
35.0832,-108.77192
35.11868,-106.51604
35.58931,-106.05073
35.11053,-106.61126
35.1318,-106.5822
35.15656,-106.56545
35.58919,-106.05073
35.08342,-106.62127
35.08312,-106.63092
35.0519,-106.63626
35.08506,-106.61715
35.07003,-106.57104
35.24204,-106.65404
35.17716,-106.55477
35.08271,-106.65059
35.17711,-106.5548
35.08345,-106.62125
35.68698,-105.9378
35.08505,-106.61714
35.39198,-106.63944
35.0612,-106.59175
35.09559,-106.71603
35.13626,-106.58429
35.09173,-106.65079
35.24197,-106.65439
35.58925,-106.05077
35.10518,-106.6043
35.13465,-106.58018
35.05585,-106.54741
35.311,-106.68501
35.11467,-106.55086
35.32088,-106.71876
35.20633,-106.69827
35.07632,-106.49857
35.04269,-106.70556
35.04236,-106.70523
35.21613,-106.67285
35.7444,-105.92074
35.15375,-106.56819
35.15375,-106.56819
35.15387,-106.56803
35.15387,-106.56803
35.04707,-106.72433
35.05244,-106.73739
35.05244,-106.73739
36.39369,-105.62591
35.05245,-106.73738
35.05246,-106.73737
35.05246,-106.73737
35.05867,-106.57624
35.06884,-106.66859
35.12315,-106.65846
35.06884,-106.66859
35.21373,-106.66595
35.06884,-106.66859
36.25739,-106.43057
35.14446,-106.59024
35.21369,-106.66617
35.11679,-106.58666
35.05867,-106.57625
35.0801,-106.73292
35.05867,-106.57624
35.1101,-106.5863
35.131,-106.58005
35.59655,-106.05194
35.06894,-106.66874
35.10791,-106.57423
34.72567,-106.67185
35.19835,-106.6569
32.37657,-106.72457
35.15656,-106.56548
35.05867,-106.57624
35.2226,-106.63537
35.06899,-106.56378
35.11688,-106.58647
35.52166,-108.78396
35.17489,-106.57306
35.06253,-106.54246
35.05867,-106.57625
35.11673,-106.60396
35.09514,-106.66264
35.1316,-106.64875
35.74165,-105.92284
35.08419,-106.65448
35.05867,-106.57624
32.88995,-105.97046
35.13461,-106.58018
35.05867,-106.57624
35.06823,-106.54648
35.13461,-106.58019
35.21368,-106.66602
35.13587,-106.60882
35.13587,-106.60882
35.13462,-106.58015
35.63747,-106.01637
35.2581,-106.59569
35.13462,-106.58015
35.13591,-106.60893
32.95795,-105.7424
35.05867,-106.57624
32.67119,-107.15429
35.2136,-106.66606
35.60509,-105.99537
35.13464,-106.58019
35.09903,-106.57056
35.06828,-106.54643
35.08468,-106.61383
35.15237,-106.52179
35.13324,-106.52708
35.05867,-106.57624
34.81631,-106.76416
35.06894,-106.66874
35.20893,-106.69389
35.06826,-106.54646
35.14072,-106.54824
35.10428,-106.5953
35.05867,-106.57625
35.06894,-106.66874
35.09403,-106.7297
35.12996,-106.6977
35.13718,-106.58331
35.25324,-106.73952
35.58925,-106.05079
35.13015,-106.5532
35.08449,-106.65114
35.58925,-106.05079
35.05299,-106.78163
35.22938,-106.65992
35.05867,-106.57624
35.58924,-106.0508
33.19988,-107.23761
35.68395,-105.94391
36.70891,-105.41014
35.08341,-106.62127
35.08343,-106.62123
35.34685,-106.50843
34.6368,-106.76438
35.06894,-106.66874
35.05867,-106.57624
35.17411,-106.67384
35.08342,-106.62126
35.06922,-106.57211
35.22592,-106.62551
35.13516,-106.58014
35.45418,-108.38201
35.04674,-106.61511
35.06902,-106.56456
36.30408,-107.76591
35.09508,-106.74685
35.04742,-106.61622
35.069,-106.56338
35.04512,-106.74162
35.30004,-106.55114
35.27621,-106.65333
35.08428,-106.71225
34.81674,-106.75135
35.15723,-106.64508
35.20278,-106.73165
35.10518,-106.6043
35.15647,-106.56552
35.08044,-106.61209
35.0843,-106.71229
35.17541,-106.56087
35.04732,-106.61512
35.06922,-106.56378
34.98982,-106.05824
35.22523,-106.62652
35.13718,-106.58331
35.15657,-106.56546
35.08505,-106.61711
35.20849,-106.71684
35.13718,-106.58331
35.09863,-106.27883
35.05805,-106.56118
36.07149,-106.9984
36.06897,-106.98803
35.18359,-106.71962
35.07537,-106.60969
35.13373,-106.59823
35.2552,-106.68186
35.60578,-105.99849
35.13589,-106.60881
35.1302,-106.53847
35.08589,-106.49863
35.05289,-106.78163
35.15651,-106.56549
35.13586,-106.60876
35.17707,-106.55495
34.84498,-106.71493
35.05867,-106.57625
35.13718,-106.58331
35.11073,-106.56583
35.13588,-106.60877
35.07137,-106.56988
35.10706,-106.65625
34.81711,-106.76356
36.30471,-106.05255
35.08161,-106.62242
35.08582,-106.64917
35.68698,-105.9378
35.08602,-106.6494
35.11178,-106.63333
35.68698,-105.9378
35.89866,-106.05192
35.08794,-106.64836
35.13718,-106.58331
35.19677,-106.74349
35.05294,-106.78159
35.05294,-106.78159
35.18735,-106.67594
35.05867,-106.57625
34.63677,-106.76437
35.10674,-106.60034
34.99759,-106.04424
35.13091,-106.57776
35.09171,-106.71555
35.19676,-106.74343
35.07725,-106.62197
35.10515,-106.73388
35.08135,-106.623
35.34555,-106.60313
35.10918,-106.65911
35.08116,-106.61656
35.10913,-106.65895
35.1333,-106.49889
35.14639,-106.5519
35.24205,-106.6541
35.68698,-105.9378
35.08449,-106.65114
35.053,-106.78165
35.68103,-105.92624
35.34555,-106.60313
35.89866,-106.05192
35.12655,-106.59246
35.05296,-106.78165
35.00215,-106.69618
35.68698,-105.9378
34.63965,-105.4066
35.15101,-106.52445
35.05867,-106.57625
35.10835,-106.62257
35.06529,-106.18741
35.57138,-105.69126
35.05867,-106.57625
35.6318,-105.97631
35.07792,-106.69396
35.20504,-106.66297
35.24078,-106.68298
35.06894,-106.66874
35.58301,-105.68011
35.08449,-106.65114
35.21608,-106.67287
35.1565,-106.56543
35.08774,-106.49794
35.13583,-106.6088
31.5035,-106.11625
35.89866,-106.05192
34.81022,-106.72627
34.81023,-106.72629
35.25041,-106.70902
35.07878,-106.59363
35.08449,-106.65114
35.08769,-106.64852
35.24221,-106.6541
35.06318,-106.60038
35.68519,-105.94647
35.5869,-106.01003
35.06427,-106.72933
35.08106,-106.61629
35.64622,-105.93601
35.05847,-106.57397
35.10334,-106.58583
35.68698,-105.9378
35.1047,-106.59352
35.08449,-106.65114
34.86656,-106.69108
35.06421,-106.72324
35.10507,-106.73393
34.79865,-106.61624
34.59717,-106.7768
35.10548,-106.58832
35.13374,-106.59816
35.05847,-106.57397
35.10541,-106.7303
35.1051,-106.73403
35.12556,-106.57658
36.20298,-106.04891
35.25037,-106.70903
35.24195,-106.68969
35.0825,-106.61806
35.25043,-106.70897
35.11621,-106.70868
35.0806,-106.6189
35.24195,-106.68971
35.22682,-106.66696
35.13014,-106.53427
35.6387,-105.95874
35.22683,-106.66679
35.24223,-106.68972
35.15653,-106.59708
35.08141,-106.62297
35.24205,-106.68983
35.06633,-106.67579
35.05579,-107.47649
35.12248,-106.70181
35.05084,-106.69583
35.05084,-106.69583
35.15655,-106.56547
35.68698,-105.9378
35.24213,-106.68986
35.20132,-106.72558
35.05131,-106.70289
35.0848,-106.61641
35.20131,-106.7256
35.24195,-106.68967
35.25041,-106.70894
35.20148,-106.72573
35.20148,-106.72573
35.05131,-106.70289
35.24229,-106.65419
35.05131,-106.70289
35.10211,-106.66655
35.24198,-106.65413
35.10518,-106.6043
34.97949,-106.71071
35.22693,-106.66682
35.05131,-106.70289
35.13323,-106.52703
34.97956,-106.71026
35.68698,-105.9378
35.11276,-106.63086
34.9797,-106.71067
35.2422,-106.68956
35.05131,-106.70289
35.2161,-106.67296
34.9797,-106.71067
35.20138,-106.72587
35.05131,-106.70289
35.24222,-106.68964
35.17222,-106.53361
35.10489,-106.62441
31.70791,-106.21851
35.31512,-106.72146
35.08627,-106.62313
35.08407,-106.62019
35.24201,-106.68962
35.21364,-106.66621
35.15655,-106.56545
35.07866,-106.59541
35.13696,-106.58926
36.68325,-108.47867
35.25038,-106.70903
32.05146,-106.44139
35.05131,-106.70289
35.66099,-105.98201
35.05131,-106.70289
36.6832,-108.47874
35.63859,-106.01318
35.08,-106.6048
35.63815,-106.01254
35.08626,-106.62311
35.07999,-106.60481
35.6336,-106.03337
35.05281,-106.78163
35.05297,-106.78172
36.72564,-108.39814
35.08701,-106.61851
35.09512,-106.74711
35.0909,-106.62525
32.05146,-106.44139
35.04746,-106.70616
31.87639,-106.33188
35.06435,-106.5643
35.04741,-106.7062
34.97956,-106.71076
35.14628,-106.53973
35.04741,-106.7062
32.17328,-106.67538
35.05867,-106.57624
35.04741,-106.7062
35.3431,-106.59386
35.08304,-106.57534
35.10286,-106.57284
35.04741,-106.7062
35.25769,-106.6925
32.24345,-107.32385
32.24344,-107.32347
32.24275,-107.28662
35.1107,-106.60999
32.24345,-107.32385
32.24387,-107.34491
34.98007,-106.71103
36.68218,-108.48732
35.2348,-106.618
35.143,-106.49278
32.24413,-107.3656
35.08386,-106.62421
35.04929,-106.63626
35.08136,-106.61585
35.13773,-106.64225
35.12861,-106.55003
35.20536,-106.65229
32.24209,-107.42252
35.04742,-106.70636
35.12446,-106.55497
32.24209,-107.42252
35.25198,-106.69598
35.08426,-106.62259
35.68698,-105.9378
35.12446,-106.55497
35.20535,-106.65226
35.66097,-105.98199
35.66395,-105.93479
35.07472,-106.67751
35.20452,-106.65248
35.09514,-106.747
35.12403,-106.52631
35.12714,-106.57701
35.04742,-106.70636
35.17733,-106.69172
34.59717,-106.7768
35.11719,-106.58398
35.20617,-106.65132
35.08701,-106.61851
35.13615,-106.52585
35.29681,-106.58531
35.68417,-105.94667
35.16587,-106.57963
35.08697,-106.61935
36.7605,-108.51119
35.0474,-106.70645
35.13617,-106.52598
35.08756,-106.62359
35.08708,-106.61839
35.11719,-106.58398
35.09662,-106.67724
35.08708,-106.61839
35.09662,-106.67724
35.08427,-106.61584
35.05867,-106.57625
35.0474,-106.70645
36.71006,-105.4096
34.97965,-106.7107
35.06358,-106.66178
35.06362,-106.66218
35.27465,-106.7256
35.27417,-106.72521
36.76048,-108.51118
35.0474,-106.70645
35.10609,-106.6903
35.6108,-106.3565
35.13622,-106.52583
35.14296,-106.49273
35.21001,-106.66853
35.52114,-105.24369
35.08603,-106.62304
35.57167,-105.69104
35.08453,-106.61552
35.11632,-106.51078
35.13181,-106.57877
35.13638,-106.52561
35.19389,-106.65862
35.24199,-106.65405
35.08384,-106.62419
35.05867,-106.57624
35.6108,-106.3565
35.30403,-106.56651
35.062,-106.62222
36.76051,-108.5111
35.10746,-106.5278
35.08449,-106.65114
35.2419,-106.65416
34.80802,-106.72441
35.12056,-106.70244
35.10609,-106.6903
36.7605,-108.51121
35.04695,-106.67762
35.09704,-106.5317
35.12272,-106.58817
35.12272,-106.58819
35.12272,-106.58819
35.24194,-106.65412
34.75839,-106.05585
35.13364,-106.59816
35.18323,-106.67102
35.23133,-106.68713
35.23147,-106.68711
35.21213,-106.68895
35.08562,-106.62187
35.18328,-106.67192
35.08038,-106.6143
35.15656,-106.56547
35.18328,-106.67192
35.18328,-106.67192
35.05867,-106.57624
35.12844,-106.53386
35.21214,-106.68896
35.1258,-106.51257
33.12896,-107.26965
35.28626,-106.66079
36.69615,-106.60555
35.18479,-106.7281
35.18328,-106.67192
35.19145,-106.69648
35.10291,-106.56737
35.18328,-106.67192
35.11719,-106.58398
35.28617,-106.66096
36.39384,-107.83287
33.41586,-105.43752
35.28623,-106.66096
35.21214,-106.68896
35.19451,-106.6548
35.08386,-106.62417
35.19397,-106.65333
35.19447,-106.65477
35.19143,-106.69641
35.05867,-106.57625
35.47794,-105.89897
35.14791,-106.68398
35.38087,-106.46657
35.12272,-106.58817
35.04733,-106.63803
35.21212,-106.68895
35.11612,-106.52724
35.19681,-106.74354
35.05867,-106.57625
35.21212,-106.68899
35.14405,-106.58399
35.2423,-106.65425
35.07756,-106.5862
35.09307,-106.63464
34.81427,-106.75827
35.05867,-106.57625
36.39383,-107.83286
35.12965,-106.51466
35.2028,-106.645
35.08449,-106.65114
35.60398,-106.73007
35.19681,-106.74353
35.14648,-106.5888
35.06358,-106.72563
34.81566,-106.75171
35.60303,-106.72959
35.08433,-106.62604
35.0839,-106.62424
35.12446,-106.55497
35.10548,-106.67928
35.13096,-106.57771
35.08146,-106.57729
35.26457,-106.66795
35.20468,-106.66257
35.13305,-106.69662
35.16129,-106.59168
35.20468,-106.66257
35.08139,-106.57749
35.11389,-106.70377
35.65662,-105.97565
35.20464,-106.66283
35.04707,-106.72537
32.9181,-105.97264
35.24196,-106.65414
36.72564,-108.39814
35.11503,-106.7017
36.72564,-108.39814
35.20155,-106.72569
35.06208,-106.62267
35.10755,-106.3728
35.07912,-106.62069
35.20466,-106.66276
35.13372,-106.59822
36.72569,-108.39817
35.20127,-106.65856
35.07899,-106.62176
35.20745,-106.6599
35.10187,-106.6476
35.11025,-106.65842
35.12946,-106.54929
35.12946,-106.54929
35.11182,-106.60802
35.12942,-106.5493
35.12945,-106.54928
35.14388,-106.58302
35.06205,-106.62264
35.14316,-106.49286
35.07558,-106.62201
36.16032,-107.46931
35.21012,-106.67914
35.25044,-106.709
35.20148,-106.72578
36.39382,-107.83286
35.12946,-106.5493
35.07547,-106.57699
35.20157,-106.72565
35.07558,-106.57694
35.12943,-106.54931
35.07485,-106.62176
35.13372,-106.5982
35.07572,-106.57686
34.85555,-106.69753
35.08449,-106.65114
35.08667,-106.61913
35.13177,-106.6082
35.09707,-106.53468
35.12958,-106.54923
35.13283,-106.53172
35.09929,-106.56544
35.07508,-106.58398
35.07528,-106.6098
35.19266,-106.72664
35.19672,-106.74354
35.13444,-106.6542
34.95864,-106.65878
35.11777,-106.61438
35.2028,-106.645
35.12947,-106.54928
35.20975,-106.6995
35.19672,-106.74354
35.11719,-106.58398
35.07087,-106.62247
34.82168,-106.75383
35.13411,-106.56019
35.14298,-106.49269
35.25031,-106.7091
35.12956,-106.54924
35.11719,-106.58398
35.14599,-106.69035
35.11166,-106.60812
35.0697,-106.62274
35.06884,-106.62226
35.05867,-106.57625
35.11719,-106.58398
35.12278,-106.60895
35.13784,-106.70245
35.05867,-106.57624
35.17765,-106.69244
35.2121,-106.68898
35.11719,-106.58398
35.2552,-106.68191
35.08613,-106.62309
35.18032,-106.5648
35.05867,-106.57625
35.05875,-106.62354
35.68698,-105.9378
35.18041,-106.56482
35.25378,-106.68056
35.21211,-106.68895
35.20846,-106.7063
35.11124,-106.60829
36.72564,-108.39814
35.11719,-106.58398
35.05885,-106.62377
35.08449,-106.65114
32.22921,-107.78307
35.66478,-105.96092
35.10531,-106.61344
34.82165,-106.75384
35.20159,-106.72374
35.71954,-105.94059
35.10609,-106.6903
35.07875,-106.73248
35.07468,-106.57792
35.07494,-106.57597
35.05867,-106.57625
35.08357,-106.73205
35.08587,-106.61812
35.08722,-106.61802
35.06867,-106.62212
35.08357,-106.73205
35.05867,-106.57624
35.15656,-106.5438
35.18057,-106.56484
35.15248,-106.52434
35.13737,-106.50794
35.13376,-106.59826
35.10473,-106.58487
35.06862,-106.62219
35.08757,-106.50561
35.08757,-106.50561
35.08757,-106.50561
32.95811,-105.74423
35.68798,-105.94104
35.17359,-106.54293
35.26384,-106.66886
32.95811,-105.74423
35.06206,-106.62264
35.05867,-106.57624
32.95811,-105.74423
35.65806,-105.97674
35.08788,-106.65389
32.95811,-105.74423
35.20253,-106.73162
35.06206,-106.62267
34.80497,-106.70237
35.08757,-106.50561
35.08757,-106.50561
35.08826,-106.65388
35.19389,-106.65862
35.0834,-106.65665
35.05867,-106.57625
35.07258,-106.58244
35.06189,-106.58453
35.07259,-106.58244
35.13585,-106.55884
35.06189,-106.58454
35.07259,-106.58243
35.65753,-105.97695
35.28621,-106.66094
35.0613,-106.59159
35.05867,-106.57624
35.08165,-106.61855
32.95811,-105.74423
35.24197,-106.65423
34.98084,-107.12664
35.19936,-106.73228
32.95811,-105.74423
34.98084,-107.12664
35.11155,-106.63292
35.0474,-106.67829
35.19958,-106.73255
35.64624,-105.93599
35.47782,-105.89894
35.0474,-106.67829
35.06207,-106.62266
34.98084,-107.12664
35.67361,-106.41944
35.5867,-106.00999
35.08589,-106.49863
35.06844,-106.62204
35.28614,-106.66096
35.10891,-106.60181
35.13375,-106.61185
35.62042,-106.13457
35.08844,-106.62479
36.79705,-108.41299
35.21209,-106.68894
32.22632,-107.75689
35.16873,-106.6669
35.20245,-106.73155
35.2121,-106.68897
35.21538,-106.66574
35.25958,-106.68972
35.08589,-106.49863
35.08559,-106.61983
33.81272,-105.82614
35.57167,-105.69104
35.08086,-106.62116
35.13495,-106.70885
35.13382,-106.61232
35.13493,-106.70898
35.17842,-106.57532
35.20653,-106.6985
35.13493,-106.70897
35.06692,-106.67829
35.09669,-106.65714
35.68698,-105.9378
35.36733,-106.64012
35.08874,-106.62485
35.08513,-106.61592
35.09586,-106.56254
35.11177,-106.63349
35.08783,-106.65352
35.1294,-106.5471
35.18647,-106.66662
35.08834,-106.65362
35.68698,-105.9378
35.08395,-106.56173
35.06067,-106.79642
35.19937,-106.73254
35.04882,-106.71555
35.18428,-106.58308
35.15539,-106.50904
35.68656,-105.93949
35.05867,-106.57625
35.06681,-106.67816
35.1583,-106.57633
35.08503,-106.61763
35.2423,-106.65425
35.10157,-106.56432
35.17237,-106.53958
35.08472,-106.50813
35.08503,-106.61761
35.06519,-106.54287
35.06694,-106.67819
32.2149,-106.70651
35.0695,-106.58053
35.20258,-106.73176
35.13072,-106.59002
35.16982,-106.52375
35.16095,-106.56779
35.13068,-106.56012
35.1513,-106.70409
35.08362,-106.64925
35.20252,-106.73183
35.14972,-106.5333
35.17145,-106.5849
35.15922,-106.70689
35.57167,-105.69104
35.20252,-106.73176
35.07472,-107.74408
35.19934,-106.73243
35.08866,-106.6249
35.25041,-106.70895
35.31889,-106.72753
35.08449,-106.65114
35.2419,-106.65404
35.24532,-106.63488
35.07212,-106.56095
35.15669,-106.56487
35.09961,-106.67071
36.33732,-106.17848
35.08847,-106.62474
35.20184,-106.72965
35.05867,-106.57624
36.33732,-106.17848
35.14979,-106.53322
35.06949,-106.58059
36.33732,-106.17848
35.04987,-106.73825
35.05867,-106.57624
35.13072,-106.59002
35.07522,-106.60978
35.03285,-106.67512
35.11719,-106.58398
36.33732,-106.17848
35.05979,-106.59111
35.20252,-106.7318
35.09875,-107.88206
35.03376,-107.36656
35.07602,-108.87475
35.09195,-106.6596
35.09282,-106.65958
32.21508,-106.70654
35.03376,-107.36656
35.50246,-108.72628
35.32563,-106.71215
35.03278,-106.67515
35.16377,-106.59085
35.05867,-106.57624
35.10419,-106.58726
35.17728,-106.69161
35.13288,-106.53165
35.50246,-108.72625
34.80109,-106.69563
32.18002,-107.68358
35.10434,-106.58669
35.20148,-106.72578
35.24477,-106.74114
35.14142,-106.70134
32.84685,-105.99044
35.20152,-106.72573
35.20167,-106.72547
35.14574,-106.58381
35.1719,-106.52011
35.12556,-106.57658
35.14587,-106.5839
32.18002,-107.68358
32.84685,-105.99044
35.06864,-106.52519
35.03274,-106.67519
35.07839,-106.59909
32.84685,-105.99044
35.69206,-105.94955
32.84685,-105.99044
35.20256,-106.73162
35.61607,-105.85252
32.84685,-105.99044
35.25039,-106.70906
32.84685,-105.99044
35.03277,-106.67514
32.84685,-105.99044
31.87634,-106.3322
35.06184,-106.58442
35.1465,-106.59135
31.79495,-106.21237
32.84685,-105.99044
35.08096,-106.65254
35.10812,-106.62517
35.08249,-106.61458
35.09583,-106.5615
35.09859,-107.88213
35.06185,-106.58444
35.1064,-106.66914
31.87638,-106.332
35,-105
32.18002,-107.68358
35.12508,-106.69951
35.04266,-106.72959
35.0815,-106.639
35.16438,-106.64507
31.87638,-106.33189
35.20254,-106.73175
35.06752,-106.73679
35.0815,-106.639
35.17735,-106.69168
35.08449,-106.65114
35.21214,-106.68894
35.05509,-106.7504
35.06185,-106.58445
35.13282,-106.53163
35.00815,-106.64774
34.81399,-106.75589
35.20254,-106.73176
32.18002,-107.68358
35.04207,-106.70536
32.21612,-107.75332
35.06756,-106.73665
35.10159,-106.56421
35.00815,-106.64774
35.06185,-106.58446
35.08805,-106.65382
35.00815,-106.64774
35.00815,-106.64774
35.20161,-106.72553
35.08818,-106.65404
35.80505,-108.77399
35.14142,-106.5024
35.0883,-106.50263
32.25205,-107.80805
35.08793,-106.65386
35.20193,-106.74462
35.08845,-106.62597
35.09744,-106.56311
35.15653,-106.56543
35.19953,-106.73246
35.15657,-106.56546
35.11591,-106.51303
32.22542,-107.75696
35.20257,-106.73178
32.21499,-106.70663
35.18509,-106.56053
35.06184,-106.58446
32.21496,-106.70662
34.82394,-106.75541
35.10759,-106.57496
35.2625,-106.73309
35.06578,-106.7392
35.21639,-106.69083
35.06579,-106.73943
35.06185,-106.58446
35.06204,-106.6227
35.06579,-106.73943
35.24404,-106.70588
36.72577,-108.3982
35.06579,-106.73943
35.09663,-106.5623
35.06579,-106.73952
35.5297,-108.60405
35.08271,-106.62067
35.20247,-106.73183
35.52713,-108.59267
35.52713,-108.59267
35.19942,-106.73228
35.12572,-106.71745
35.13032,-106.57603
35.04872,-106.71555
35.12556,-106.7175
35.20839,-106.70628
35.08803,-106.6538
35.11991,-106.50864
35.11595,-106.5133
35.21381,-106.66603
35.13503,-106.70898
35.04261,-106.72967
35.08757,-106.50561
35.06582,-106.73921
35.06592,-106.73934
35.08793,-106.65408
35.2027,-106.73171
32.18002,-107.68358
36.33732,-106.17848
35.06572,-106.73929
35.10116,-106.56391
35.09136,-106.49884
35.06581,-106.73947
35.14072,-106.58373
35.6234,-106.05278
35.14321,-106.51781
35.10124,-106.54019
35.09136,-106.49884
35.17439,-106.56877
35.11339,-106.63517
35.13508,-106.70889
